,c1,c2,c3,c4,c5
409,"218,176,68","208,114,204","255,225,225","241,115,166","182,82,171"
410,"148,117,117","231,178,255","255,202,148","0,14,255","15,21,26"
411,"242,181,106","246,135,129","139,58,98","61,57,53","188,192,240"
412,"18,120,236","210,60,60","210,201,210","222,254,176","234,30,112"
413,"246,201,201","139,10,80","43,43,43","245,246,74","253,255,50"
414,"71,190,236","249,183,160","247,247,247","138,161,223","225,136,0"
415,"216,216,216","0,4,24","242,242,242","216,74,174","146,183,191"
416,"120,193,226","188,188,188","101,98,28","233,255,55","255,252,237"
417,"234,121,27","251,216,225","107,158,216","238,175,55","183,255,191"
418,"156,122,122","154,75,75","207,108,208","185,218,219","255,0,206"
419,"133,119,182","74,147,201","209,255,79","255,156,156","242,242,242"
420,"204,146,198","173,138,189","246,218,99","0,255,4","105,0,195"
421,"204,93,93","158,255,66","213,238,236","255,145,217","69,69,69"
422,"35,61,105","248,249,150","255,220,220","254,255,237","162,211,212"
423,"205,16,118","133,144,167","216,179,242","102,44,195","182,0,165"
424,"118,176,166","255,246,246","0,15,255","53,229,181","118,9,3"
425,"255,127,28","189,43,255","202,227,204","159,157,212","243,244,88"
426,"122,122,122","144,252,255","55,23,133","0,171,255","38,249,211"
427,"237,60,109","201,181,181","120,216,209","180,123,16","58,14,114"
428,"23,138,229","33,0,99","195,160,208","151,7,201","0,197,255"
429,"67,174,197","188,240,211","206,4,4","75,193,39","90,53,16"
430,"145,138,154","238,179,209","165,83,0","228,229,229","236,223,200"
431,"104,255,43","255,232,2","242,178,236","127,150,214","186,127,186"
432,"254,255,189","120,129,48","255,232,91","129,72,15","155,175,185"
433,"81,87,120","177,234,164","0,15,255","196,216,238","86,169,104"
434,"229,229,229","255,179,102","238,141,141","57,212,225","0,15,0"
435,"0,15,255","97,92,229","4,120,0","241,241,241","0,15,102"
436,"0,249,255","0,15,255","214,208,208","86,0,255","92,215,34"
437,"126,109,109","58,225,120","99,225,215","178,42,42","23,23,25"
438,"0,7,56","122,122,122","198,213,194","205,129,98","43,193,155"
439,"246,246,246","253,244,161","125,167,128","135,90,74","184,84,84"
440,"242,157,157","23,54,84","167,59,59","54,55,73","57,38,103"
441,"48,191,16","0,0,31","82,166,138","80,221,185","8,41,33"
442,"199,184,95","159,77,77","0,11,255","182,103,103","51,5,5"
443,"47,139,0","114,156,163","38,39,41","37,45,154","167,206,225"
444,"156,95,0","255,215,0","109,231,200","24,49,40","103,76,137"
445,"58,217,240","48,49,51","182,119,119","73,31,31","172,225,110"
446,"255,238,236","135,231,206","59,97,161","183,207,214","170,170,170"
447,"244,193,240","152,129,129","31,58,49","106,89,141","121,129,116"
448,"2,2,2","132,139,231","60,37,37","193,244,153","166,151,133"
449,"236,218,174","47,66,63","178,206,216","187,187,187","238,242,118"
450,"222,204,144","69,43,43","118,94,144","38,19,5","0,125,185"
451,"136,182,181","185,203,210","215,246,178","217,216,210","2,140,101"
452,"133,79,79","131,104,154","204,204,204","193,217,10","230,242,135"
453,"59,86,90","228,255,180","124,76,36","227,0,127","174,191,42"
454,"255,165,0","221,221,221","3,217,157","240,242,242","38,189,179"
455,"0,2,34","226,195,141","134,191,9","237,242,194","0,128,128"
456,"169,229,213","59,66,89","242,242,242","210,213,217","109,46,46"
457,"146,146,146","240,242,242","3,157,217","170,244,234","255,231,0"
458,"118,169,255","15,176,128","131,166,2","0,0,0","31,90,7"
459,"65,77,69","254,223,113","37,35,38","178,110,110","1,166,120"
460,"66,51,51","235,239,242","203,208,255","36,89,234","47,16,16"
461,"179,203,210","172,194,143","63,15,15","216,186,140","0,15,255"
462,"143,122,154","255,201,201","215,145,145","3,191,138","228,226,182"
463,"238,255,191","255,218,218","255,116,0","116,52,52","169,49,49"
464,"135,1,1","228,177,177","0,15,255","60,60,60","74,74,74"
465,"62,64,25","221,221,221","228,237,243","104,151,187","213,202,15"
466,"242,45,82","120,114,91","249,1,88","0,255,235","30,90,0"
467,"89,76,76","248,190,29","152,143,143","207,0,0","124,15,81"
468,"254,241,1","187,177,255","20,65,138","255,204,239","91,122,124"
469,"242,79,110","189,172,172","0,15,255","49,122,65","136,137,59"
470,"42,51,64","159,158,127","169,10,85","148,35,126","30,14,81"
471,"92,192,166","176,9,9","148,247,255","123,146,145","82,66,88"
472,"242,229,229","182,13,13","174,72,72","169,161,85","49,75,41"
473,"254,249,249","0,15,255","165,58,150","39,46,101","39,152,13"
474,"241,207,207","214,116,116","185,197,137","107,93,116","218,221,169"
475,"27,23,144","203,98,204","112,153,156","80,129,65","52,61,70"
476,"94,74,43","196,225,133","76,58,135","25,104,116","96,221,211"
477,"64,124,197","147,199,193","93,157,182","229,212,191","255,201,225"
478,"255,183,245","182,99,166","193,138,69","79,91,102","139,100,90"
479,"174,163,163","121,200,216","180,52,52","62,140,169","132,128,189"
480,"240,128,128","234,177,107","191,190,199","225,170,87","192,208,149"
481,"0,0,0","234,204,168","179,205,224","101,161,153","0,15,0"
482,"9,51,13","223,223,223","63,67,90","204,203,113","115,146,166"
483,"254,255,169","1,31,75","189,111,78","71,109,79","205,194,233"
484,"236,236,236","66,18,18","175,173,201","247,255,0","255,134,0"
485,"192,163,216","131,90,73","119,155,192","7,52,106","251,102,6"
486,"221,238,173","210,240,226","42,66,63","147,146,207","234,61,61"
487,"177,219,199","122,170,139","4,98,93","1,126,125","108,66,4"
488,"216,148,148","254,247,247","27,196,33","251,170,6","113,199,236"
489,"0,12,204","62,222,4","96,76,133","188,191,192","25,64,0"
490,"231,199,137","255,175,7","254,37,175","149,104,21","155,119,93"
491,"240,222,222","153,223,255","240,136,6","30,187,215","235,51,180"
492,"192,201,188","247,255,0","213,226,232","6,32,4","169,169,169"
493,"0,6,6","217,106,5","9,99,6","214,190,170","192,71,95"
494,"99,49,49","18,31,174","24,154,211","240,90,209","139,103,103"
495,"223,81,81","4,121,17","7,19,6","159,120,77","204,34,94"
496,"199,171,143","16,125,172","201,219,218","71,192,168","170,170,170"
497,"172,110,110","210,200,141","242,148,233","160,113,113","237,232,221"
498,"254,207,210","225,197,197","154,181,191","251,164,74","255,251,251"
499,"255,160,0","214,175,242","71,95,192","187,187,187","251,91,17"
500,"255,237,0","0,15,255","162,119,119","148,44,60","0,15,173"
501,"98,170,248","95,192,71","255,238,140","204,23,21","13,13,13"
502,"117,10,100","175,125,125","204,204,204","154,7,23","255,204,230"
503,"245,154,6","255,190,209","34,35,45","240,19,154","170,170,170"
504,"190,0,196","221,221,221","82,105,210","27,27,27","174,93,117"
505,"48,196,65","83,96,113","2,237,255","244,104,174","109,43,43"
506,"0,80,115","242,210,16","53,81,227","187,187,187","60,133,98"
507,"32,15,2","0,78,98","236,71,61","134,219,199","98,26,111"
508,"240,226,205","18,24,160","225,56,141","223,202,153","232,165,175"
509,"181,218,253","255,20,15","184,148,237","144,141,89","138,238,185"
510,"255,9,51","165,24,116","255,214,214","163,57,57","0,0,0"
511,"230,194,0","111,0,197","249,246,188","170,221,150","235,127,130"
512,"190,132,132","201,182,199","98,191,99","135,240,211","209,214,214"
513,"81,48,38","82,161,199","227,40,40","137,23,107","167,50,50"
514,"174,197,193","231,172,98","239,232,173","215,219,226","0,92,43"
515,"221,228,232","139,61,34","146,237,244","174,197,193","124,0,75"
516,"87,176,90","155,219,193","52,228,194","199,59,59","54,49,49"
517,"14,19,25","133,206,242","0,134,134","33,144,74","38,127,80"
518,"28,27,67","252,237,46","3,3,112","167,9,97","213,215,238"
519,"0,15,255","0,202,190","225,95,95","158,214,112","208,50,2"
520,"54,36,51","74,126,117","53,208,110","43,142,89","47,0,0"
521,"0,15,255","225,144,124","186,51,106","195,234,241","165,109,109"
522,"120,174,164","93,229,137","77,115,88","244,105,110","230,230,250"
523,"19,110,137","212,83,155","48,158,99","93,20,14","249,27,66"
524,"255,217,160","214,77,77","216,240,216","216,0,108","218,253,238"
525,"86,33,15","54,176,111","255,152,129","250,128,114","72,52,54"
526,"204,45,48","248,249,196","110,71,64","249,97,84","234,152,189"
527,"157,195,238","143,187,98","165,0,83","249,234,215","34,32,32"
528,"24,42,100","235,181,135","198,226,255","142,34,50","66,195,140"
529,"1,237,219","216,0,0","255,163,174","202,91,223","90,19,65"
530,"77,189,168","255,195,160","231,231,251","81,81,81","2,2,2"
531,"159,159,159","245,221,235","241,22,33","112,146,136","19,19,18"
532,"197,161,244","221,168,168","0,0,0","156,70,109","65,185,225"
533,"244,230,171","244,131,113","0,0,0","0,2,34","69,45,174"
534,"232,209,116","212,40,40","0,0,0","77,47,2","76,69,110"
535,"60,196,124","94,153,221","132,98,186","105,65,225","192,192,194"
536,"243,219,235","229,221,138","152,152,150","177,63,20","226,120,28"
537,"161,202,32","163,199,182","150,165,154","134,96,79","159,153,199"
538,"252,251,247","92,178,141","127,106,148","233,119,46","175,199,227"
539,"139,0,0","114,104,144","56,47,60","124,128,80","0,15,255"
540,"254,211,221","223,184,63","227,120,10","34,38,24","193,189,178"
541,"254,236,76","52,84,180","39,63,135","156,186,222","43,39,38"
542,"191,201,251","224,235,15","163,146,74","180,180,180","49,41,39"
543,"239,230,191","169,144,174","198,177,192","94,110,133","206,216,218"
544,"37,176,5","60,96,118","251,234,84","57,63,67","188,61,61"
545,"65,216,205","217,193,165","65,69,140","81,68,59","142,68,173"
546,"184,149,105","200,231,94","239,208,4","74,85,114","19,41,17"
547,"204,227,203","67,34,64","114,69,106","23,23,23","0,0,15"
548,"160,204,126","25,25,25","123,123,123","243,156,18","0,15,255"
549,"172,173,182","207,131,54","52,48,46","18,39,18","214,255,0"
550,"221,207,125","120,39,35","253,230,129","0,128,0","253,232,205"
551,"65,105,225","233,234,229","56,244,224","150,150,150","171,114,131"
552,"229,236,246","36,0,0","34,45,74","255,0,244","63,101,43"
553,"222,140,184","104,182,222","205,168,135","255,238,205","142,9,18"
554,"210,208,147","234,72,72","59,185,113","58,13,13","60,139,77"
555,"178,28,87","15,34,13","17,36,14","75,103,81","223,223,223"
556,"249,246,253","255,165,0","0,15,240","5,19,131","141,101,87"
557,"155,111,146","49,49,49","92,91,91","199,0,0","94,94,94"
558,"210,210,210","0,15,0","0,15,255","63,185,231","77,19,109"
559,"107,95,68","0,15,0","0,15,255","231,163,0","174,0,0"
560,"169,50,42","26,219,19","203,7,227","133,133,133","177,240,168"
561,"99,128,173","255,245,222","255,241,213","23,9,84","118,238,255"
562,"76,1,18","156,182,60","56,72,94","0,0,0","245,191,255"
563,"182,110,231","216,165,67","141,112,82","154,238,135","219,203,203"
564,"87,189,219","242,242,242","21,22,23","141,239,253","47,46,24"
565,"16,30,14","236,226,0","107,101,43","176,253,255","212,137,246"
566,"0,15,0","206,28,8","129,129,129","245,228,122","163,85,21"
567,"0,0,0","216,109,0","227,207,0","21,81,35","216,35,190"
568,"9,0,255","2,4,129","167,167,167","203,125,246","255,123,146"
569,"219,100,100","88,12,122","130,13,231","225,189,78","39,124,156"
570,"255,250,230","0,85,201","0,15,255","195,25,206","99,182,134"
571,"223,200,60","105,208,82","133,225,139","109,41,99","71,63,63"
572,"231,149,65","169,242,253","156,242,249","99,125,219","152,22,22"
573,"35,39,52","255,249,190","205,255,190","212,202,99","208,214,188"
574,"28,122,25","25,6,174","0,15,255","114,109,169","107,107,107"
575,"33,124,39","66,71,32","55,62,28","28,149,31","229,229,229"
576,"206,24,3","130,126,255","147,100,240","36,74,44","0,15,255"
577,"64,55,161","135,53,26","197,111,24","128,228,237","0,69,255"
578,"145,28,176","27,158,238","0,73,229","64,64,64","246,177,205"
579,"227,29,29","254,236,0","31,202,241","171,151,129","109,106,27"
580,"42,180,0","204,244,231","138,242,213","0,2,240","40,142,236"
581,"198,253,251","113,236,183","224,234,173","186,242,209","253,242,0"
582,"255,154,154","251,171,171","95,166,201","159,148,48","22,2,238"
583,"232,205,14","58,129,26","143,136,21","104,169,242","225,165,246"
584,"29,64,21","92,106,119","6,54,21","214,180,37","0,14,210"
585,"152,158,251","181,221,189","79,124,172","39,22,227","235,235,235"
586,"174,69,23","0,0,199","25,25,25","244,134,190","107,111,125"
587,"0,194,236","189,190,192","129,130,134","0,0,31","212,236,230"
588,"129,177,8","255,129,0","255,244,0","240,221,157","0,0,15"
589,"171,201,148","221,197,253","193,232,251","240,221,157","0,0,0"
590,"203,255,153","178,163,76","178,153,47","218,216,220","227,187,238"
591,"189,44,44","132,215,255","149,188,255","177,101,89","5,61,103"
592,"152,9,9","92,83,28","197,170,7","177,193,189","154,142,89"
593,"120,176,167","173,16,244","147,7,244","34,139,34","191,160,139"
594,"68,147,83","242,203,170","249,179,193","32,32,32","155,34,17"
595,"0,12,5","255,219,120","255,214,99","235,194,246","221,98,52"
596,"184,219,210","25,50,66","207,218,212","18,83,156","115,111,132"
597,"0,15,0","250,215,100","122,188,201","114,79,35","255,205,102"
598,"242,202,253","106,119,165","201,162,162","167,100,92","196,221,206"
599,"176,55,55","255,165,0","0,15,240","74,78,53","215,140,53"
600,"0,228,246","96,96,96","64,64,64","226,154,122","61,163,146"
601,"64,57,57","238,217,244","240,206,249","80,78,100","170,170,170"
602,"238,8,8","132,151,161","58,91,122","255,216,155","0,15,255"
603,"248,249,177","240,207,11","204,150,18","135,188,172","214,196,152"
604,"0,15,0","118,20,13","193,0,0","199,107,53","173,209,223"
605,"161,200,219","104,135,155","113,39,10","118,198,168","27,61,75"
606,"161,200,219","136,189,166","173,226,210","187,187,187","109,174,129"
607,"161,200,219","41,44,60","65,65,83","248,249,166","226,231,205"
608,"41,70,93","255,241,211","255,234,189","222,229,165","170,170,170"
609,"50,78,74","181,141,110","106,143,127","231,235,249","219,219,219"
610,"51,78,103","86,10,41","140,66,32","184,126,138","171,104,118"
611,"0,15,0","223,186,28","205,206,134","255,29,206","111,88,120"
612,"128,128,128","0,165,70","204,204,204","139,112,115","225,255,197"
613,"241,231,244","231,231,231","171,227,217","207,222,240","255,223,201"
614,"170,195,197","165,148,134","229,224,203","191,191,191","206,32,32"
615,"255,247,192","210,192,163","110,117,169","182,122,122","219,181,105"
616,"66,27,14","169,167,161","168,197,174","57,26,50","243,220,251"
617,"233,184,143","75,236,19","26,72,118","255,237,219","159,105,71"
618,"98,163,144","223,203,238","193,155,155","246,152,127","9,3,2"
619,"0,0,0","157,201,196","99,103,102","178,66,66","173,148,133"
620,"0,15,255","238,203,206","208,173,149","68,120,137","106,0,104"
621,"206,176,140","182,119,119","144,95,95","251,217,237","179,38,62"
622,"17,63,10","55,80,19","10,49,34","249,119,119","227,199,164"
623,"178,131,27","202,244,233","243,255,196","198,50,39","86,63,97"
624,"114,197,240","82,104,133","226,112,94","237,215,182","111,78,55"
625,"255,216,190","218,122,122","198,98,98","63,3,108","255,165,0"
626,"122,97,75","221,221,221","0,0,0","132,129,127","44,59,82"
627,"105,81,75","186,89,130","84,175,84","83,58,41","255,207,134"
628,"229,214,214","243,218,253","63,74,90","129,133,142","241,242,105"
629,"0,59,111","221,54,55","217,97,48","203,113,254","0,4,255"
630,"234,230,213","158,193,92","76,69,63","103,102,115","163,96,50"
631,"228,238,191","214,130,198","146,113,92","103,102,115","24,36,79"
632,"169,189,142","81,0,109","96,35,120","246,246,246","255,0,97"
633,"229,138,138","241,222,218","9,9,9","36,172,255","63,224,208"
634,"110,126,14","63,207,255","221,221,155","249,105,199","0,128,0"
635,"193,180,214","31,22,54","73,25,61","0,0,0","0,0,255"
636,"158,181,223","160,169,184","240,230,140","0,6,102","96,208,231"
637,"238,238,238","203,227,239","161,41,41","235,188,252","62,120,199"
638,"0,15,255","172,170,142","131,133,129","0,15,255","124,89,131"
639,"0,15,255","221,221,221","0,69,146","0,15,255","118,32,101"
640,"0,15,255","255,253,212","238,234,213","76,208,208","236,45,74"
641,"219,122,105","115,227,9","255,0,193","0,160,0","105,67,67"
642,"251,160,214","84,13,77","33,75,20","0,255,192","174,144,125"
643,"177,37,38","221,221,221","65,88,169","138,236,219","45,88,65"
644,"72,181,181","254,236,245","249,234,254","139,204,236","242,201,74"
645,"101,66,45","0,191,255","14,191,233","255,239,201","148,68,100"
646,"119,2,57","26,166,183","98,194,204","221,159,159","242,128,128"
647,"222,54,82","0,224,0","0,192,0","56,107,48","0,0,240"
648,"96,89,81","0,255,64","0,255,128","163,50,96","210,84,16"
649,"0,0,0","214,190,170","140,143,144","214,158,186","146,190,199"
650,"95,86,71","216,255,246","248,254,255","144,105,72","176,223,212"
651,"32,38,44","137,186,216","255,195,169","252,253,129","111,164,176"
652,"225,214,167","113,212,210","169,255,174","148,100,112","0,1,17"
653,"88,88,88","244,159,89","255,250,139","180,58,58","182,88,173"
654,"172,232,255","188,114,208","165,85,113","64,255,0","255,11,65"
655,"13,177,240","46,101,79","120,152,104","21,41,30","0,7,119"
656,"120,0,0","188,249,130","208,180,126","210,158,158","252,250,250"
657,"0,15,255","195,138,79","221,216,98","139,198,199","231,231,231"
658,"202,219,252","249,151,151","77,151,180","201,212,20","41,16,55"
659,"46,156,202","223,184,125","163,94,94","161,77,77","165,165,165"
660,"151,206,204","192,255,0","128,255,0","109,153,186","249,240,36"
661,"0,0,240","215,205,196","119,59,49","244,120,32","169,169,169"
662,"0,0,240","141,191,187","236,189,173","0,255,205","182,182,182"
663,"240,226,205","96,90,156","130,141,225","241,225,169","67,82,191"
664,"176,221,208","137,16,53","184,1,56","14,1,1","178,178,178"
665,"187,250,255","242,242,242","199,137,137","137,242,229","234,225,204"
666,"47,50,56","142,190,244","133,133,133","99,43,104","231,205,44"
667,"184,44,44","128,128,128","0,53,95","54,122,141","255,0,103"
668,"224,155,255","247,14,242","65,241,20","238,148,35","55,127,79"
669,"111,52,52","129,59,59","56,64,110","32,154,180","10,10,10"
670,"130,201,119","239,102,165","1,237,219","133,133,133","242,80,80"
